text,label
"1. Trường hợp hàng hoá là những vật gắn liền với đất đai thì địa điểm giao hàng là nơi có hàng hóa đó. 2. Trường hợp hàng hoá là động sản thì địa điểm giao hàng là nơi tổ chức đấu giá, trừ trường hợp người tổ chức đấu giá và người mua hàng có thoả thuận khác.",Luật Khác
"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) Làm chết 02 người; b) Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người với tỷ lệ tổn thương cơ thể của mỗi người 61% trở lên; c) Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; d) Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng; đ) Tái phạm nguy hiểm. 4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân: a) Làm chết 03 người trở lên; b) Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người với tỷ lệ tổn thương cơ thể của mỗi người 61% trở lên; c) Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; d) Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên. 5. Người tổ chức trái phép việc đua xe ô tô, xe máy hoặc các loại xe khác có gắn động cơ gây thương tích hoặc tổn hại cho sức khỏe của 01 người với tỷ lệ tổn thương cơ thể từ 31% đến 60% hoặc gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 31% đến 60%, thì bị phạt tù từ 01 năm đến 06 năm. 6. Người phạm tội còn có thể bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng.",Luật Dân sự
"Trường hợp bên được đề nghị giao kết hợp đồng chết, mất năng lực hành vi dân sự hoặc có khó khăn trong nhận thức, làm chủ hành vi Trường hợp bên được đề nghị đã chấp nhận giao kết hợp đồng nhưng sau đó chết, mất năng lực hành vi dân sự hoặc có khó khăn trong nhận thức, làm chủ hành vi thì việc trả lời chấp nhận giao kết hợp đồng vẫn có giá trị, trừ trường hợp nội dung giao kết gắn liền với nhân thân bên được đề nghị.",Luật Dân sự
"Hiệu lực thi hành 1. Luật này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2016, trừ các quy định sau đây của Luật này có liên quan đến quy định của Bộ luật dân sự số 91/2015/QH13 thì có hiệu lực thi hành từ ngày 01 tháng 01 năm 2017: a) Quy định liên quan đến người có khó khăn trong nhận thức, làm chủ hành vi; b) Quy định liên quan đến pháp nhân là người đại diện, người giám hộ; c) Quy định liên quan đến hộ gia đình, tổ hợp tác, tổ chức không có tư cách pháp nhân. 2. Luật tố tụng hành chính số 64/2010/QH12 hết hiệu lực kể từ ngày Luật này có hiệu lực.",Luật Dân sự
"Xem xét vật chứng Vật chứng, ảnh hoặc biên bản xác nhận vật chứng được đưa ra để xem xét tại phiên tòa. Khi cần thiết, Hội đồng xét xử có thể cùng với đương sự đến xem xét tại chỗ vật chứng không thể đưa đến phiên tòa được.",Luật Hình sự
"Tội bắt cóc nhằm chiếm đoạt tài sản 1. Người nào bắt cóc người khác làm con tin nhằm chiếm đoạt tài sản, thì bị phạt tù từ 02 năm đến 07 năm. 2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: a) Có tổ chức; b) Có tính chất chuyên nghiệp; c) Dùng vũ khí, phương tiện hoặc thủ đoạn nguy hiểm khác; d) Đối với người dưới 16 tuổi; đ) Đối với 02 người trở lên; e) Chiếm đoạt tài sản trị giá từ 50.000.000 đồng đến dưới 200.000.000 đồng; g) Gây thương tích hoặc gây tổn hại cho sức khỏe của người bị bắt làm con tin mà tỷ lệ tổn thương cơ thể từ 11% đến 30%; h) Gây rối loạn tâm thần và hành vi của nạn nhân từ 11% đến 45%; i) Gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội; k) Tái phạm nguy hiểm. 3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 18 năm: a) Chiếm đoạt tài sản trị giá từ 200.000.000 đồng đến dưới 500.000.000 đồng; b) Gây thương tích hoặc gây tổn hại cho sức khỏe của người bị bắt làm con tin mà tỷ lệ tổn thương cơ thể từ 31% đến 60%; c) Gây rối loạn tâm thần và hành vi của nạn nhân 46% trở lên. 4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: a) Chiếm đoạt tài sản trị giá 500.000.000 đồng trở lên; b) Gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người mà tỷ lệ tổn thương cơ thể 61% trở lên hoặc gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 31% trở lên; c) Gây rối loạn tâm thần và hành vi của 02 người trở lên mà tỷ lệ của mỗi người 46% trở lên; d) Làm chết người. 5. Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.",Luật Dân sự
Đối tượng không được bảo hộ với danh nghĩa kiểu dáng công nghiệp Các đối tượng sau đây không được bảo hộ với danh nghĩa kiểu dáng công nghiệp: 1. Hình dáng bên ngoài của sản phẩm do đặc tính kỹ thuật của sản phẩm bắt buộc phải có; 2. Hình dáng bên ngoài của công trình xây dựng dân dụng hoặc công nghiệp; 3. Hình dáng của sản phẩm không nhìn thấy được trong quá trình sử dụng sản phẩm.,Luật Khác
"Các trường hợp chấm dứt hợp đồng lao động 1. Hết hạn hợp đồng lao động, trừ trường hợp quy định tại khoản 6 Điều 192 của Bộ luật này. 2. Đã hoàn thành công việc theo hợp đồng lao động. 3. Hai bên thoả thuận chấm dứt hợp đồng lao động. 4. Người lao động đủ điều kiện về thời gian đóng bảo hiểm xã hội và tuổi hưởng lương hưu theo quy định tại Điều 187 của Bộ luật này. 5. Người lao động bị kết án tù giam, tử hình hoặc bị cấm làm công việc ghi trong hợp đồng lao động theo bản án, quyết định có hiệu lực pháp luật của Toà án. 6. Người lao động chết, bị Toà án tuyên bố mất năng lực hành vi dân sự, mất tích hoặc là đã chết. 7. Người sử dụng lao động là cá nhân chết, bị Toà án tuyên bố mất năng lực hành vi dân sự, mất tích hoặc là đã chết; người sử dụng lao động không phải là cá nhân chấm dứt hoạt động. 8. Người lao động bị xử lý kỷ luật sa thải theo quy định tại khoản 3 Điều 125 của Bộ luật này. 9. Người lao động đơn phương chấm dứt hợp đồng lao động theo quy định tại Điều 37 của Bộ luật này. 10. Người sử dụng lao động đơn phương chấm dứt hợp đồng lao động theo quy định tại Điều 38 của Bộ luật này; người sử dụng lao động cho người lao động thôi việc do thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế hoặc do sáp nhập, hợp nhất, chia tách doanh nghiệp, hợp tác xã.",Luật Lao động
"Thay đổi hoặc bổ sung quyết định khởi tố bị can 1. Cơ quan điều tra, Viện kiểm sát thay đổi quyết định khởi tố bị can khi thuộc một trong các trường hợp: a) Khi tiến hành điều tra nếu có căn cứ xác định hành vi của bị can không phạm vào tội đã bị khởi tố; b) Quyết định khởi tố ghi không đúng họ, tên, tuổi, nhân thân của bị can. 2. Cơ quan điều tra, Viện kiểm sát phải bổ sung quyết định khởi tố bị can nếu có căn cứ xác định bị can còn thực hiện hành vi khác mà Bộ luật hình sự quy định là tội phạm. 3. Trong thời hạn 24 giờ kể từ khi ra quyết định thay đổi hoặc bổ sung quyết định khởi tố bị can, Cơ quan điều tra phải gửi quyết định này và tài liệu có liên quan đến việc thay đổi hoặc bổ sung đó cho Viện kiểm sát cùng cấp để xét phê chuẩn. Trong thời hạn 03 ngày kể từ ngày nhận được quyết định thay đổi hoặc bổ sung quyết định khởi tố bị can, Viện kiểm sát phải quyết định phê chuẩn hoặc quyết định hủy bỏ quyết định thay đổi hoặc bổ sung quyết định khởi tố bị can hoặc yêu cầu bổ sung chứng cứ, tài liệu làm căn cứ để quyết định việc phê chuẩn và gửi ngay cho Cơ quan điều tra. Trường hợp Viện kiểm sát yêu cầu bổ sung chứng cứ, tài liệu thì trong thời hạn 03 ngày kể từ ngày nhận được chứng cứ, tài liệu bổ sung, Viện kiểm sát ra quyết định phê chuẩn hoặc hủy bỏ quyết định thay đổi hoặc bổ sung quyết định khởi tố bị can. Trong thời hạn 24 giờ kể từ khi Viện kiểm sát ra quyết định thay đổi hoặc bổ sung quyết định khởi tố bị can, Viện kiểm sát phải gửi cho Cơ quan điều tra để tiến hành điều tra.",Luật Hình sự
"Xác định con Người không được nhận là cha, mẹ của một người có thể yêu cầu Toà án xác định người đó là con mình. Người được nhận là cha, mẹ của một người có thể yêu cầu Toà án xác định người đó không phải là con mình.",Luật Khác
"Tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội 1. Người nào cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60% do vượt quá giới hạn phòng vệ chính đáng hoặc do vượt quá mức cần thiết khi bắt giữ người phạm tội, thì bị phạt tiền từ 5.000.000 đồng đến 20.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm. 2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 tháng đến 02 năm: a) Đối với 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người từ 31% đến 60%; b) Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên. 3. Phạm tội dẫn đến chết người hoặc gây thương tích hoặc gây tổn hại sức khỏe cho 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 61% trở lên, thì bị phạt tù từ 01 năm đến 03 năm.",Luật Khác
